"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-10-04","Distrito Nacional","116","96624","9262.39","8.42","94954","0","645","499915"
"2021-10-04","Azua","1","4593","2066.54","11.83","4482","0","40","25200"
"2021-10-04","Baoruco","1","2009","1989.01","0.96","1974","0","15","12208"
"2021-10-04","Barahona","5","4844","2560.56","3.66","4738","0","33","28781"
"2021-10-04","Dajabén","13","1801","2709.62","12.55","1701","0","16","10512"
"2021-10-04","Duarte","25","8564","2865.05","5.51","8189","0","236","60552"
"2021-10-04","Elias Piha","11","554","873.79","3.41","520","0","6","6575"
"2021-10-04","El Seibo","3","1250","1336.78","10.76","1187","0","16","8414"
"2021-10-04","Espaillat","12","7532","3140.36","4.72","7254","0","134","44936"
"2021-10-04","Independencia","4","1385","2370.6","3.85","1347","0","13","12076"
"2021-10-04","La Altagracia","41","12677","3587.09","6.26","12261","0","91","84875"
"2021-10-04","LaRomana","25","13059","4790.59","11.02","12652","0","204","79999"
"2021-10-04","La Vega","11","12555","3052.59","5.42","12014","0","216","70776"
"2021-10-04","Maria Trinidad Sanche","3","4584","3248.83","5.45","4472","0","32","27214"
"2021-10-04","Monte Cristi","18","2076","1771.01","21.65","1926","0","33","12949"
"2021-10-04","Pedernales","1","965","2757.38","12.85","931","0","4","5053"
"2021-10-04","Peravia","9","3327","1685.12","19.48","3168","0","66","20431"
"2021-10-04","Puerto Plata","19","9444","2834.16","6.48","9028","0","160","72901"
"2021-10-04","Hermanas Mirabal","4","3453","3747.23","5.14","3355","0","51","36051"
"2021-10-04","Samana","3","1233","1099.32","4.95","1170","0","10","11294"
"2021-10-04","San Cristébal","56","12527","1965.24","11.73","11974","0","218","63678"
"2021-10-04","San Juan","7","5781","2607.15","5.4","5612","0","74","32980"
"2021-10-04","San Pedro de Macoris","20","6071","1990.71","8.17","5868","0","63","42668"
"2021-10-04","Sanchez Ramirez","0","3893","2561.55","10.12","3722","0","38","21319"
"2021-10-04","Santiago","121","37282","3567.08","7.64","35652","0","621","201441"
"2021-10-04","Santiago Rodriguez","31","1879","3281.18","9.82","1744","0","11","14396"
"2021-10-04","Valverde","18","3943","2231.21",NA,"3735","0","53","33828"
"2021-10-04","Monsefor Nouel","6","4062","2330.76","5.61","3938","0","52","26893"
"2021-10-04","Monte Plata","0","2337","1223.35","3.68","2233","0","36","20404"
"2021-10-04","Hato Mayor","6","1756","2047.53","3.32","1691","0","20","13511"
"2021-10-04","San Jose de Ocoa","0","1429","2626.6","3.32","1365","0","28","8466"
"2021-10-04","Santo Domingo","108","78439","2699.21","7.07","76365","0","819","397698"
"2021-10-04","No especificado""e","3","10175","0","0","10112","0","2","76346"
