"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-10-05","Distrito Nacional","128","96752","9274.66","8.46","95028","0","645","500450"
"2021-10-05","Azua","7","4600","2069.69","11.16","4486","0","40","25251"
"2021-10-05","Baoruco","2","2011","1990.99","1.11","1974","0","15","12227"
"2021-10-05","Barahona","0","4844","2560.56","3.4","4738","0","33","28798"
"2021-10-05","Dajabén","11","1812","2726.16","12.92","1703","0","16","10556"
"2021-10-05","Duarte","9","8573","2868.06","5.55","8206","0","236","60697"
"2021-10-05","Elias Piha","4","558","880.1","3.89","520","0","6","6599"
"2021-10-05","El Seibo","0","1250","1336.78","10.9","1188","0","16","8414"
"2021-10-05","Espaillat","13","7545","3145.78","4.39","7261","0","134","45163"
"2021-10-05","Independencia","0","1385","2370.6","3.84","1347","0","13","12076"
"2021-10-05","La Altagracia","57","12734","3603.22","6.95","12266","0","91","85030"
"2021-10-05","LaRomana","18","13077","4797.19","10.78","12657","0","204","80137"
"2021-10-05","La Vega","26","12581","3058.91","5.35","12023","0","216","71006"
"2021-10-05","Maria Trinidad Sanche","10","4594","3255.92","5.5","4477","0","32","27253"
"2021-10-05","Monte Cristi","21","2097","1788.93","21.04","1929","0","33","13069"
"2021-10-05","Pedernales","30","995","2843.1","19.48","931","0","4","5091"
"2021-10-05","Peravia","35","3362","1702.85","19.55","3181","0","66","20598"
"2021-10-05","Puerto Plata","70","9514","2855.16","6.83","9071","0","160","73440"
"2021-10-05","Hermanas Mirabal","16","3469","3764.6","5.05","3360","0","51","36109"
"2021-10-05","Samana","0","1233","1099.32","5.28","1173","0","10","11294"
"2021-10-05","San Cristébal","9","12536","1966.65","11.65","11990","0","218","63807"
"2021-10-05","San Juan","13","5794","2613.02","5.6","5614","0","74","33057"
"2021-10-05","San Pedro de Macoris","1","6072","1991.04","8.17","5879","0","63","42682"
"2021-10-05","Sanchez Ramirez","2","3895","2562.87","10.25","3727","0","38","21335"
"2021-10-05","Santiago","90","37372","3575.69","7.59","35730","0","621","202358"
"2021-10-05","Santiago Rodriguez","14","1893","3305.63","10.19","1748","0","11","14436"
"2021-10-05","Valverde","35","3978","2251.02","7.34","3742","0","53","34076"
"2021-10-05","Monsefor Nouel","3","4065","2332.48","5.63","3942","0","52","26908"
"2021-10-05","Monte Plata","3","2340","1224.92","3.82","2237","0","36","20446"
"2021-10-05","Hato Mayor","0","1756","2047.53","2.87","1691","0","20","13522"
"2021-10-05","San Jose de Ocoa","0","1429","2626.6","3.06","1365","0","28","8471"
"2021-10-05","Santo Domingo","114","78553","2703.13","7.1","76440","0","819","398621"
"2021-10-05","No especificado""e","5","10180","0","0","10114","0","2","76355"
