"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-08-31","Distrito Nacional","77","94865","9093.78","6.18","93511","0","640","486717"
"2021-08-31","Azua","3","4504","2026.49","6.1","4405","0","40","24553"
"2021-08-31","Baoruco","0","1986","1966.24","3.09","1945","0","14","10913"
"2021-08-31","Barahona","2","4789","2531.49","2.54","4678","0","32","27310"
"2021-08-31","Dajabén","4","1573","2366.59","6.29","1507","0","15","8818"
"2021-08-31","Duarte","5","8332","2787.43","3.53","7947","0","235","56182"
"2021-08-31","Elias Pifia","1","523","824.9","0.34","502","0","6","5965"
"2021-08-31","El Seibo","0","1224","1308.98","4.55","1175","0","16","8274"
"2021-08-31","Espaillat","11","7271","3031.54","8.35","6909","0","133","41256"
"2021-08-31","Independencia","0","1359","2326.1","1.67","1336","0","13","11558"
"2021-08-31","La Altagracia","1","12165","3442.22","3.11","11909","0","90","78197"
"2021-08-31","LaRomana","16","12761","4681.27","4.57","12426","0","204","78220"
"2021-08-31","La Vega","15","12002","2918.14","9.75","11459","0","214","64272"
"2021-08-31","Maria Trinidad Sanche","4","4382","3105.66","12.89","4238","0","32","24227"
"2021-08-31","Monte Cristi","1","1714","1462.2","5.68","1604","0","31","11352"
"2021-08-31","Pedernales","0","922","2634.51","4.55","910","0","4","4784"
"2021-08-31","Peravia","3","3140","1590.4","5.17","3031","0","66","19590"
"2021-08-31","Puerto Plata","28","8827","2648.99","4.81","8416","0","158","63882"
"2021-08-31","Hermanas Mirabal","11","3358","3644.14","3.4","3245","0","50","35044"
"2021-08-31","Samana","0","1146","1021.75","3.58","1114","0","10","9931"
"2021-08-31","San Cristébal","6","11947","1874.25","7.97","11541","0","213","59619"
"2021-08-31","San Juan","6","5644","2545.37","2.72","5500","0","73","30961"
"2021-08-31","San Pedro de Macoris","4","5831","1912.02","4.04","5695","0","63","40073"
"2021-08-31","Sanchez Ramirez","0","3713","2443.12","9.18","3565","0","38","19899"
"2021-08-31","Santiago","15","35391","3386.15","7.09","33996","0","608","180991"
"2021-08-31","Santiago Rodriguez","3","1691","2952.89","4.52","1647","0","11","12749"
"2021-08-31","Valverde","5","3494","1977.14","4.11","3349","0","53","28864"
"2021-08-31","Monsefor Nouel","1","3962","2273.38","3.93","3866","0","51","25668"
"2021-08-31","Monte Plata","1","2245","1175.19","4.89","2139","0","36","17987"
"2021-08-31","Hato Mayor","1","1708","1991.56","8.91","1627","0","20","12348"
"2021-08-31","San Jose de Ocoa","0","1413","2597.19","6.09","1347","0","28","8029"
"2021-08-31","Santo Domingo","70","76467","2631.35","5.63","74781","0","809","374014"
"2021-08-31","No especificado*e","1","10119","0","0","10031","0","2","76061"
