"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-09-03","Distrito Nacional","49","95004","9107.1","6.21","93631","0","641","487880"
"2021-09-03","Azua","1","4513","2030.54","6.5","4409","0","40","24634"
"2021-09-03","Baoruco","0","1990","1970.2","2.85","1947","0","14","10947"
"2021-09-03","Barahona","0","4794","2534.13","2.47","4687","0","32","27440"
"2021-09-03","Dajabén","8","1598","2404.2","6.76","1517","0","15","9163"
"2021-09-03","Duarte","4","8354","2794.79","3.23","7981","0","236","56944"
"2021-09-03","Elias Pifla","0","523","824.9","0.44","502","0","6","5985"
"2021-09-03","El Seibo","0","1225","1310.05","4.63","1178","0","16","8279"
"2021-09-03","Espaillat","9","7321","3052.39","8","6971","0","133","41763"
"2021-09-03","Independencia","0","1359","2326.1","1.33","1336","0","13","11581"
"2021-09-03","La Altagracia","12","12198","3451.55","3.06","11933","0","90","78724"
"2021-09-03","LaRomana","2","12776","4686.77","4.58","12435","0","204","78269"
"2021-09-03","La Vega","6","12069","2934.43","9.58","11531","1","215","64772"
"2021-09-03","Maria Trinidad Sanche","3","4403","3120.55","10.53","4258","0","32","24461"
"2021-09-03","Monte Cristi","4","1742","1486.08","6.1","1630","0","31","11578"
"2021-09-03","Pedernales","0","923","2637.37","4.15","911","0","4","4806"
"2021-09-03","Peravia","7","3150","1595.47","5.36","3040","0","66","19672"
"2021-09-03","Puerto Plata","34","8887","2667","4.59","8466","0","158","65162"
"2021-09-03","Hermanas Mirabal","1","3365","3651.73","3.44","3258","0","50","35175"
"2021-09-03","Samana","5","1151","1026.21","3.8","1119","0","10","10035"
"2021-09-03","San Cristébal","8","11983","1879.9","8.75","11565","0","213","59863"
"2021-09-03","San Juan","6","5660","2552.59","3.4","5510","0","73","31067"
"2021-09-03","San Pedro de Macoris","11","5850","1918.25","4.27","5703","0","63","40317"
"2021-09-03","Sanchez Ramirez","1","3724","2450.35","9.18","3579","0","38","19975"
"2021-09-03","Santiago","27","35597","3405.86","7.41","34143","0","608","182899"
"2021-09-03","Santiago Rodriguez","0","1698","2965.11","3.62","1656","0","11","12933"
"2021-09-03","Valverde","12","3529","1996.94","4.15","3367","0","53","29299"
"2021-09-03","Monsefor Nouel","1","3968","2276.82","3.9","3873","0","51","25719"
"2021-09-03","Monte Plata","0","2251","1178.33","4.14","2144","0","36","18139"
"2021-09-03","Hato Mayor","1","1713","1997.39","7.53","1631","0","20","12484"
"2021-09-03","San Jose de Ocoa","0","1414","2599.03","4.23","1349","0","28","8055"
"2021-09-03","Santo Domingo","40","76599","2635.89","5.72","74874","1","810","375603"
"2021-09-03","No especificado*e","1","10122","0","0","10035","0","2","76064"
