"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-09-04","Distrito Nacional","46","95050","9111.51","6.1","93675","0","641","488489"
"2021-09-04","Azua","7","4520","2033.69","6.36","4413","0","40","24736"
"2021-09-04","Baoruco","0","1990","1970.2","2.75","1948","0","14","10954"
"2021-09-04","Barahona","1","4795","2534.66","2.54","4688","0","32","27482"
"2021-09-04","Dajabén","0","1598","2404.2","6.94","1525","0","15","9163"
"2021-09-04","Duarte","6","8360","2796.8","3.17","7994","0","236","57258"
"2021-09-04","Elias Pitta","0","523","824.9","0.44","503","0","6","5986"
"2021-09-04","El Seibo","2","1227","1312.19","4.74","1179","0","16","8296"
"2021-09-04","Espaillat","2","7323","3053.22","7.74","6981","0","133","41816"
"2021-09-04","Independencia","0","1359","2326.1","0.78","1336","0","13","11582"
"2021-09-04","La Altagracia","1","12199","3451.84","3.11","11941","0","90","78766"
"2021-09-04","La Romana","8","12784","4689.71","4.33","12445","0","204","78355"
"2021-09-04","La Vega","21","12090","2939.53","8.96","11557","0","215","64979"
"2021-09-04","Maria Trinidad Sanche","5","4408","3124.09","9.84","4270","0","32","24652"
"2021-09-04","Monte Cristi","2","1744","1487.79","6.19","1635","0","31","11581"
"2021-09-04","Pedernales","0","923","2637.37","3.76","911","0","4","4806"
"2021-09-04","Peravia","1","3151","1595.98","5.32","3043","0","66","19679"
"2021-09-04","Puerto Plata","27","8914","2675.1","4.78","8482","0","158","65433"
"2021-09-04","Hermanas Mirabal","7","3372","3659.33","3.52","3263","0","50","35265"
"2021-09-04","Samana","1","1152","1027.1","3.92","1121","0","10","10042"
"2021-09-04","San Cristébal","24","12007","1883.66","9.25","11581","0","213","59964"
"2021-09-04","San Juan","0","5660","2552.59","3.23","5514","0","73","31099"
"2021-09-04","San Pedro de Macoris","0","5850","1918.25","4.26","5705","0","63","40352"
"2021-09-04","Sanchez Ramirez","5","3729","2453.64","8.87","3583","0","38","19997"
"2021-09-04","Santiago","55","35652","3411.12","7.63","34199","0","608","183322"
"2021-09-04","Santiago Rodriguez","0","1698","2965.11","3.65","1658","0","11","12935"
"2021-09-04","Valverde","5","3534","1999.77","4.2","3374","0","53","29358"
"2021-09-04","Monsenor Nouel","4","3972","2279.12","3.85","3876","0","51","25816"
"2021-09-04","Monte Plata","4","2255","1180.42","3.99","2145","0","36","18368"
"2021-09-04","Hato Mayor","7","1720","2005.55","6.61","1641","0","20","12549"
"2021-09-04","San Jose de Ocoa","1","1415","2600.86","3.47","1350","0","28","8097"
"2021-09-04","Santo Domingo","43","76642","2637.37","5.67","74928","1","810","376207"
"2021-09-04","No especificado*e","0","10122","0","0","10036","0","2","76064"
