"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-10-06","Distrito Nacional","149","96901","9288.95","950","95074","0","647","500925"
"2021-10-06","Azua","2","4602","2070.59","11.29","4485","0","40","25255"
"2021-10-06","Baoruco","5","2016","1995.94","1.71","1976","0","15","12333"
"2021-10-06","Barahona","1","4845","2561.09","3.52","4745","0","33","28825"
"2021-10-06","Dajabén","36","1848","2780.33","13.41","1709","0","16","10737"
"2021-10-06","Duarte","13","8586","2872.41","5.68","8207","0","236","60836"
"2021-10-06","Elias Piha","0","558","880.1","4.25","520","0","6","6611"
"2021-10-06","El Seibo","0","1250","1336.78","11.18","1188","0","16","8417"
"2021-10-06","Espaillat","7","7552","3148.7","3.95","7273","0","134","45289"
"2021-10-06","Independencia","13","1398","2392.85","5.76","1351","0","13","12121"
"2021-10-06","La Altagracia","74","12808","3624.16","7.37","12281","0","91","85302"
"2021-10-06","La Romana","25","13102","4806.36","11.26","12675","0","204","80199"
"2021-10-06","La Vega","25","12606","3064.99","5.46","12051","0","216","71162"
"2021-10-06","Maria Trinidad Sanche","11","4605","3263.71","5.7","4478","0","32","27340"
"2021-10-06","Monte Cristi","34","2131","1817.93","20.41","1930","0","33","13265"
"2021-10-06","Pedernales","16","1011","2888.82","21.41","931","0","4","5104"
"2021-10-06","Peravia","15","3377","1710.45","20.71","3184","1","67","20632"
"2021-10-06","Puerto Plata","48","9562","2869.57","6.7","9096","0","160","73956"
"2021-10-06","Hermanas Mirabal","0","3469","3764.6","5.03","3363","0","51","36135"
"2021-10-06","Samana","3","1236","1102","5.82","1174","0","10","11297"
"2021-10-06","San Cristébal","6","12542","1967.59","11.2","12017","0","218","63948"
"2021-10-06","San Juan","39","5833","2630.61","5.97","5617","0","74","33191"
"2021-10-06","San Pedro de Macoris","6","6078","1993.01","8.28","5881","0","63","42720"
"2021-10-06","Sanchez Ramirez","4","3899","2565.5","10.9","3739","0","38","21342"
"2021-10-06","Santiago","129","37501","3588.03","7.78","35760","1","624","203166"
"2021-10-06","Santiago Rodriguez","32","1925","3361.51","11.2","1752","0","11","14506"
"2021-10-06","Valverde","54","4032","2281.58","7.72","3750","0","53","34345"
"2021-10-06","Monsefor Nouel","4","4069","2334.78","5.62","3942","0","52","26922"
"2021-10-06","Monte Plata","2","2342","1225.97","3.76","2241","0","36","20468"
"2021-10-06","Hato Mayor","1","1757","2048.69","2.72","1691","0","20","13528"
"2021-10-06","San Jose de Ocoa","0","1429","2626.6","2.81","1365","0","28","8471"
"2021-10-06","Santo Domingo","128","78681","2707.53","7.58","76512","0","820","399456"
"2021-10-06","No especificado*e","4","10184","0","0","10115","0","2","76355"
