"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-09-28","Distrito Nacional","118","96059","9208.23","6.74","94634","0","644","496624"
"2021-09-28","Azua","0","4569","2055.74","8.58","4463","0","40","25113"
"2021-09-28","Baoruco","0","2004","1984.06","0.68","1968","0","15","12092"
"2021-09-28","Barahona","6","4831","2553.69","3.73","4723","0","32","28533"
"2021-09-28","Dajabén","0","1729","2601.29","10.08","1674","0","15","10173"
"2021-09-28","Duarte","-1","8516","2848.99","5.18","8153","0","236","59742"
"2021-09-28","Elias Pia","0","539","850.13","2","514","0","6","6469"
"2021-09-28","El Seibo","0","1233","1318.6","11.32","1183","0","16","8329"
"2021-09-28","Espaillat","10","7484","3120.35","5.23","7213","0","134","44094"
"2021-09-28","Independencia","0","1369","2343.22","1.78","1343","0","13","11962"
"2021-09-28","La Altagracia","14","12452","3523.43","4.15","12155","0","91","83689"
"2021-09-28","LaRomana","26","12944","4748.4","9.75","12586","0","204","79426"
"2021-09-28","La Vega","37","12414","3018.31","4.72","11919","0","216","69984"
"2021-09-28","Maria Trinidad Sanche","0","4557","3229.69","4.79","4439","0","32","26825"
"2021-09-28","Monte Cristi","0","1973","1683.15","19.56","1840","0","33","12586"
"2021-09-28","Pedernales","0","942","2691.66","6.71","922","0","4","4942"
"2021-09-28","Peravia","0","3274","1658.28","16.34","3118","0","66","20258"
"2021-09-28","Puerto Plata","30","9315","2795.44","6.18","8924","0","159","71374"
"2021-09-28","Hermanas Mirabal","0","3429","3721.19","4.82","3341","0","51","35858"
"2021-09-28","Samana","0","1204","1073.47","3.68","1155","0","10","11059"
"2021-09-28","San Cristébal","31","12318","1932.45","11.73","11874","0","217","62349"
"2021-09-28","San Juan","0","5727","2582.8","3.85","5586","0","73","32456"
"2021-09-28","San Pedro de Macoris","1","5987","1963.17","6.95","5820","0","63","42047"
"2021-09-28","Sanchez Ramirez","13","3843","2528.66","8.17","3686","0","38","21007"
"2021-09-28","Santiago","11","36649","3506.51","7.07","35346","0","620","195837"
"2021-09-28","Santiago Rodriguez","0","1774","3097.82","5.51","1703","0","11","13959"
"2021-09-28","Valverde","0","3824","2163.88","6.51","3643","0","53","32685"
"2021-09-28","Monsefor Nouel","1","4017","2304.94","4.79","3920","0","52","26426"
"2021-09-28","Monte Plata","4","2318","1213.4","2.96","2209","0","36","20079"
"2021-09-28","Hato Mayor","1","1744","2033.53","3.53","1687","0","20","13194"
"2021-09-28","San Jose de Ocoa","1","1422","2613.73","1.9","1362","0","28","8345"
"2021-09-28","Santo Domingo","162","77832","2678.32","5.35","75965","0","816","392918"
"2021-09-28","No especificado*e","8","10163","0","0","10101","0","2","76333"
