"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-09-10","Distrito Nacional","58","95263","9131.93","6.33","93897","0","641","490829"
"2021-09-10","Azua","0","4531","2038.64","7.93","4418","0","40","24803"
"2021-09-10","Baoruco","0","1990","1970.2","1.59","1954","0","14","11428"
"2021-09-10","Barahona","1","4801","2537.83","2.23","4699","0","32","27728"
"2021-09-10","Dajabén","1","1614","2428.27",NA,"1551","0","15","9378"
"2021-09-10","Duarte","14","8397","2809.18","3.27","8029","0","236","57952"
"2021-09-10","Elias Pitta","5","528","832.78","1","505","0","6","6117"
"2021-09-10","El Seibo","0","1227","1312.19","5.49","1179","0","16","8297"
"2021-09-10","Espaillat","1","7384","3078.65","7.55","7056","0","133","42373"
"2021-09-10","Independencia","0","1362","2331.23","1.1","1337","0","13","11673"
"2021-09-10","La Altagracia","5","12230","3460.61","3.01","11980","0","90","79417"
"2021-09-10","LaRomana","8","12807","4698.14","4.99","12477","0","204","78531"
"2021-09-10","La Vega","14","12157","2955.82","9.34","11635","0","215","65832"
"2021-09-10","Maria Trinidad Sanche","1","4440","3146.77","7.11","4302","0","32","25388"
"2021-09-10","Monte Cristi","0","1767","1507.41","12.07","1671","0","31","11691"
"2021-09-10","Pedernales","0","923","2637.37","4.03","912","0","4","4815"
"2021-09-10","Peravia","11","3173","1607.12","7.89","3051","0","66","19831"
"2021-09-10","Puerto Plata","53","9036","2711.71","5.41","8606","0","158","66609"
"2021-09-10","Hermanas Mirabal","2","3388","3676.69","4.32","3278","0","50","35439"
"2021-09-10","Samana","0","1158","1032.45","4.43","1122","0","10","10178"
"2021-09-10","San Cristébal","13","12049","1890.25","10.03","11631","0","213","60294"
"2021-09-10","San Juan","1","5667","2555.74","4.12","5530","0","73","31223"
"2021-09-10","San Pedro de Macoris","19","5881","1928.41","5.12","5717","0","63","40732"
"2021-09-10","Sanchez Ramirez","1","3737","2458.91","9.27","3610","0","38","20099"
"2021-09-10","Santiago","51","35902","3435.04","8.69","34444","0","609","186032"
"2021-09-10","Santiago Rodriguez","0","1708","2982.57","4.45","1670","0","11","12992"
"2021-09-10","Valverde","1","3571","2020.71","4.69","3407","0","53","29975"
"2021-09-10","Monsefior Nouel","1","3977","2281.99","4.84","3886","0","51","25938"
"2021-09-10","Monte Plata","6","2268","1187.23","3.76","2165","0","36","18665"
"2021-09-10","Hato Mayor","2","1728","2014.88","7.01","1655","0","20","12622"
"2021-09-10","San Jose de Ocoa","0","1418","2606.38","3.39","1354","0","28","8196"
"2021-09-10","Santo Domingo","40","76859","2644.84","5.64","75137","0","811","380101"
"2021-09-10","No especificado*e","0","10130","0","0","10071","0","2","76130"
