"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
".","Distrito Nacional","45","96363","9237.37","8.44","94852","0","645","498242"
"2021-10-02","Azua","1","4592","2066.09","12.13","4480","0","40","25193"
"2021-10-02","Baoruco","1","2008","1988.02","0.94","1973","0","15","12126"
"2021-10-02","Barahona","2","4839","2557.92","3.87","4737","0","33","28624"
"2021-10-02","Dajabén","25","1788","2690.06","12.64","1693","0","16","10422"
"2021-10-02","Duarte","6","8538","2856.35","5.38","8176","0","236","60292"
"2021-10-02","Elias Pifia","4","543","856.44","2.39","519","0","6","6495"
"2021-10-02","El Seibo","13","1247","1333.58","10.42","1185","0","16","8397"
"2021-10-02","Espaillat","14","7519","3134.94","5.17","7243","0","134","44541"
"2021-10-02","Independencia","1","1377","2356.91","3.17","1346","0","13","12024"
"2021-10-02","La Altagracia","44","12616","3569.83","5.71","12237","0","91","84543"
"2021-10-02","LaRomana","4","13001","4769.31","11.3","12633","0","204","79582"
"2021-10-02","La Vega","39","12535","3047.73","5.35","11996","0","216","70550"
"2021-10-02","Maria Trinidad Sanche","0","4578","3244.58","5.73","4463","0","32","27074"
"2021-10-02","Monte Cristi","12","2058","1755.66","21.88","1901","0","33","12863"
"2021-10-02","Pedernales","1","951","2717.38","11.59","930","0","4","4964"
"2021-10-02","Peravia","3","3305","1673.98","18.48","3155","0","66","20363"
"2021-10-02","Puerto Plata","7","9395","2819.45","6.31","9004","0","160","72355"
"2021-10-02","Hermanas Mirabal","5","3449","3742.89","4.96","3353","0","51","36032"
"2021-10-02","Samana","15","1220","1087.73","4.46","1167","0","10","11200"
"2021-10-02","San Cristobal","44","12449","1953","11.89","11947","0","218","63151"
"2021-10-02","San Juan","11","5773","2603.55","5.27","5604","0","74","32941"
"2021-10-02","San Pedro de Macoris","31","6047","1982.84","8.38","5858","0","63","42406"
"2021-10-02","Sanchez Ramirez","0","3875","2549.71","9.88","3713","0","38","21189"
"2021-10-02","Santiago","120","37116","3551.2","7.66","35554","0","621","199683"
"2021-10-02","Santiago Rodriguez","7","1838","3209.58","8.92","1738","0","11","14159"
"2021-10-02","Valverde","29","3925","2221.03","7.1","3711","0","53","33658"
"2021-10-02","Monsefor Nouel","5","4047","2322.15","5.12","3934","0","52","26790"
"2021-10-02","Monte Plata","8","2337","1223.35","3.85","2227","0","36","20311"
"2021-10-02","Hato Mayor","0","1750","2040.53","3.44","1690","0","20","13330"
"2021-10-02","San Jose de Ocoa","1","1424","2617.41","2.71","1363","0","28","8422"
"2021-10-02","Santo Domingo","73","78160","2689.6","6.85","76256","0","818","395464"
"2021-10-02","No especificado*e","2","10167","0","0","10110","0","2","76338"
