"date","province","new_cases","accu_cases","incidence","positivity","recovered","new_deaths","accu_deaths","processed"
"2021-09-27","Distrito Nacional","70","95941","9196.92","7.18","94591","0","643","496041"
"2021-09-27","Azua","3","4569","2055.74","8.61","4462","0","40","25113"
"2021-09-27","Baoruco","1","2004","1984.06","0.81","1968","0","14","12092"
"2021-09-27","Barahona","2","4825","2550.52","3.78","4721","0","32","28371"
"2021-09-27","Dajabén","5","1729","2601.29","10.24","1659","0","15","10172"
"2021-09-27","Duarte","25","8517","2849.32","4.95","8146","0","236","59737"
"2021-09-27","Elias Pifia","1","539","850.13","1.99","514","0","6","6469"
"2021-09-27","El Seibo","3","1233","1318.6","11.11","1183","0","16","8329"
"2021-09-27","Espaillat","9","7474","3116.18","5.48","7208","0","133","43879"
"2021-09-27","Independencia","1","1369","2343.22","1.8","1342","0","13","11946"
"2021-09-27","La Altagracia","12","12438","3519.46","4.04","12148","0","91","83575"
"2021-09-27","LaRomana","4","12918","4738.86","10.04","12583","0","204","79319"
"2021-09-27","La Vega","8","12377","3009.31","4.63","11907","0","216","69758"
"2021-09-27","Maria Trinidad Sanche","4","4557","3229.69","5.1","4429","0","32","26824"
"2021-09-27","Monte Cristi","0","1973","1683.15","19.1","1828","0","32","12586"
"2021-09-27","Pedernales","0","942","2691.66","6.43","918","0","4","4942"
"2021-09-27","Peravia","20","3274","1658.28","16.18","3113","0","66","20254"
"2021-09-27","Puerto Plata","49","9285","2786.44","5.97","8914","0","159","71090"
"2021-09-27","Hermanas Mirabal","2","3429","3721.19","4.78","3341","0","51","35858"
"2021-09-27","Samana","15","1204","1073.47","3.61","1155","0","10","11058"
"2021-09-27","San Cristébal","16","12287","1927.59","11.39","11855","0","217","62159"
"2021-09-27","San Juan","4","5727","2582.8","3.87","5580","0","73","32455"
"2021-09-27","San Pedro de Macoris","17","5986","1962.84","6.94","5819","0","63","42045"
"2021-09-27","Sanchez Ramirez","9","3830","2520.1","7.96","3671","0","38","20902"
"2021-09-27","Santiago","99","36638","3505.46","7.22","35294","0","620","195645"
"2021-09-27","Santiago Rodriguez","9","1774","3097.82","5.76","1701","0","11","13959"
"2021-09-27","Valverde","9","3824","2163.88","6.44","3619","0","53","32684"
"2021-09-27","Monsefior Nouel","6","4016","2304.36","4.69","3918","0","51","26424"
"2021-09-27","Monte Plata","10","2314","1211.31","2.96","2203","0","36","19969"
"2021-09-27","Hato Mayor","0","1743","2032.37","3.66","1686","0","20","13170"
"2021-09-27","San Jose de Ocoa","0","1421","2611.89","1.91","1362","0","28","8344"
"2021-09-27","Santo Domingo","52","77670","2672.74","5.63","75930","0","816","391875"
"2021-09-27","No especificado""e","0","10155","0","0","10097","0","2","76277"
